customer_zipcode,latitude,longitude
27858.0,35.60034943,-77.33486939
7960.0,40.80119324,-74.48561096
92115.0,32.77627945,-117.1342163
93030.0,34.19039154,-119.177803
33147.0,25.82507515,-80.19588471
87111.0,35.13143921,-106.5452042
79109.0,35.18754196,-101.8676224
33549.0,28.08681297,-82.43898773
97701.0,44.07210541,-12.13232708
8816.0,40.41255188,-74.41832733
29720.0,34.85777283,-80.84423828
91762.0,34.06832504,-117.6557541
77015.0,29.7805748,-95.17199707
23666.0,37.05174255,-76.40163422
10016.0,40.74559021,-73.97927856
93257.0,35.93829727,-118.9438477
97223.0,45.59825897,-12.27242851
44136.0,41.3469696,-81.82631683
79927.0,31.65174103,-106.2676239
78840.0,29.77310181,-100.6121979
84010.0,40.86649323,-111.8493271
98031.0,47.39371109,-122.2228317
60620.0,41.74866486,-87.66320038
2360.0,41.95851135,-70.66861725
11691.0,40.59949493,-73.76248169
77088.0,29.66958237,-95.24147034
19124.0,40.01562119,-75.08410645
48227.0,42.39807892,-83.20157623
92840.0,33.77366638,-118.0033035
92105.0,32.74953461,-117.1046524
60609.0,41.89551926,-87.71821594
92870.0,33.99459839,-117.9534302
95148.0,37.32554245,-121.7993469
44060.0,41.71363831,-81.36167908
95051.0,37.34306717,-121.9839325
7083.0,33.68896103,-117.9957428
90805.0,33.79319763,-118.1895294
92683.0,33.75820923,-118.0019073
33068.0,26.21472931,-80.23004913
91702.0,34.13932037,-117.9074402
33324.0,26.0984993,-80.27095032
8540.0,40.35742188,-74.64842224
8861.0,40.50980377,-74.26966858
45140.0,39.27056122,-84.27059174
23455.0,36.91083145,-76.12958527
40214.0,38.15983963,-85.59026337
14094.0,43.16891098,-78.69216156
60608.0,41.89491653,-87.76180267
10314.0,40.58441544,-74.15991974
85719.0,32.27982712,-110.9582291
44120.0,41.47653961,-81.72341919
10458.0,40.87030411,-73.87062073
14580.0,42.42012024,-79.31320953
95207.0,37.92684937,-121.3893051
25401.0,39.45571137,-77.96917725
21502.0,39.6300354,-78.74319458
61554.0,40.56959915,-89.64508057
32308.0,30.49767876,-84.23183441
32225.0,30.35342217,-81.51309204
2895.0,42.00220108,-71.51410675
95206.0,38.1355629,-121.2693405
30058.0,33.71007919,-84.11247253
60453.0,41.7158165,-87.7405777
48213.0,42.39391327,-83.00836945
91801.0,34.10591126,-118.1196442
6511.0,42.34568787,-83.52059174
85029.0,33.58987427,-112.1163712
70065.0,30.0380249,-90.25691986
15301.0,40.33852005,-80.1289444
49423.0,29.50280953,-98.5945282
19067.0,40.20738983,-74.79347992
38128.0,35.21362686,-89.82608032
98023.0,47.30304337,-122.3528137
92113.0,32.69542313,-117.0990067
60626.0,42.0063591,-87.66739655
10457.0,40.87142944,-73.87063599
60637.0,41.88238525,-88.20149994
91790.0,34.06787491,-117.9273758
93003.0,34.24124908,-119.1945419
20009.0,38.91826248,-77.03946686
33594.0,27.96565437,-82.25280762
96744.0,21.41555023,-157.803894
11218.0,40.64059448,-73.97518921
92057.0,33.22548676,-117.3070679
76116.0,32.73230743,-97.47290802
19145.0,39.92448425,-75.1757431
95240.0,38.11602402,-121.3637238
93308.0,35.40139771,-119.0448837
95122.0,37.3288765,-121.8501511
37130.0,35.75965881,-86.26461029
92009.0,33.0895195,-117.2552032
45011.0,39.3985405,-84.55661774
77083.0,29.69653702,-95.6459198
10031.0,40.82476044,-73.94992065
94541.0,37.67551041,-122.0496826
8302.0,39.42603684,-75.23985291
11706.0,40.74032211,-73.30113983
60067.0,42.11048508,-88.08236694
30080.0,33.08282852,-82.9998703
91406.0,34.1971817,-118.4865265
33055.0,25.94878006,-80.28707886
90046.0,34.09960938,-118.3507385
55106.0,44.95698166,-93.06536865
8817.0,40.52578354,-74.39421845
77520.0,29.73701477,-94.96875763
91342.0,34.31019974,-118.4530792
55337.0,44.77007294,-93.28409576
11746.0,40.85692978,-73.39674377
94087.0,37.34466934,-122.0356674
77478.0,29.60960579,-95.61593628
2135.0,42.34962845,-71.15328217
58501.0,46.81184387,-100.7877197
20878.0,39.14162064,-77.2270813
96817.0,21.32156754,-157.8721771
30047.0,33.90219879,-84.15373993
84604.0,40.3957901,-111.5488815
38401.0,35.56920242,-87.08045197
30062.0,34.02061462,-84.42745972
745.0,42.25645828,-83.41688538
11212.0,40.66080093,-73.92007446
80219.0,39.68975067,-105.0245895
48180.0,42.52365494,-85.69445801
48205.0,42.40109634,-82.92513275
44102.0,41.47214127,-81.73681641
63301.0,38.77838135,-90.50777435
95014.0,37.32138825,-122.0307388
65807.0,37.15639114,-93.28601074
92692.0,33.64875412,-117.6374283
90042.0,34.11436462,-118.192482
30075.0,34.0256691,-84.35742188
48197.0,42.24398804,-83.61991119
85345.0,33.57873154,-112.266098
92843.0,33.76652145,-117.9461899
8021.0,39.81664658,-74.98467255
38127.0,35.28209686,-89.97310638
37013.0,36.0810051,-86.6870575
84118.0,40.65987396,-112.0028687
91344.0,34.07363892,-117.7083511
11550.0,40.68703461,-73.62446594
11103.0,40.76861954,-73.90949249
95020.0,37.01370621,-121.5893478
28645.0,36.11019898,-81.52600861
43228.0,40.88164902,-81.25228119
97321.0,44.63076019,-123.1084366
791.0,18.1501503,-65.82595062
11757.0,40.68665695,-73.37553406
44035.0,41.42148209,-82.09407044
92504.0,33.93642426,-117.4205856
90745.0,33.83179474,-118.261322
85204.0,33.41001129,-111.7717972
96818.0,21.343153,-157.906601
921.0,18.38596916,-66.0940094
693.0,18.44484711,-66.38641357
680.0,18.20005035,-67.14024353
612.0,18.46923065,-66.727211
685.0,18.33710861,-66.99221802
85033.0,33.4926796,-112.2088623
97402.0,44.05007172,-123.1093521
90806.0,33.78982544,-118.1819992
60102.0,42.17575073,-88.32157135
46227.0,39.64605331,-86.11961365
90003.0,33.9598465,-118.3780823
90620.0,34.13899231,-118.3884659
21228.0,39.26515198,-76.77284241
10306.0,40.56678009,-74.11734772
30066.0,34.03212357,-84.51288605
7305.0,40.70602036,-74.08685303
38109.0,35.0965271,-90.06786346
60148.0,41.85577774,-88.00856781
11207.0,40.66577148,-73.89246368
2740.0,41.63562393,-70.93080139
12550.0,41.50205994,-74.01177216
33175.0,25.74613953,-80.39176178
19446.0,40.24931717,-75.25538635
90037.0,33.95993424,-118.3780823
21206.0,39.13785553,-76.81587219
85035.0,33.47337341,-112.1697769
92833.0,33.87593842,-118.0005798
21218.0,39.27495956,-76.61506653
95823.0,38.48671341,-121.459343
60614.0,41.89535523,-87.72576141
27410.0,36.08757019,-79.88663483
95127.0,37.37883377,-121.8303375
44107.0,41.4828682,-81.77826691
97470.0,43.20556259,-123.3465195
95350.0,37.66708756,-120.9958801
10003.0,40.73124313,-73.98880768
92024.0,33.04647064,-117.2896729
95116.0,37.36024094,-121.8450699
95076.0,36.93397141,-121.7434616
83642.0,43.56052399,-116.3960342
77084.0,29.86195946,-95.64417267
11229.0,40.60237885,-73.95497131
13760.0,42.07463837,-76.1240387
77450.0,29.77441025,-95.74694824
93277.0,36.31933212,-119.2960815
93535.0,34.69703293,-118.0883026
85022.0,33.64781952,-112.0518799
93436.0,34.58764267,-120.4081879
33186.0,25.77437019,-80.19377899
17404.0,39.95479965,-76.75787354
84404.0,41.28277206,-112.1233444
27610.0,35.81178284,-78.5975647
91745.0,33.97114563,-117.9650879
7087.0,40.7615242,-74.03826904
33023.0,25.97953987,-80.19422913
60440.0,41.7258606,-88.06419373
47906.0,40.4853096,-87.05938721
7105.0,45.5898819,-122.7153473
22192.0,37.62722778,-77.32672882
78596.0,26.16252518,-97.98887634
11432.0,40.70798492,-73.78303528
75243.0,32.9131012,-96.73959351
90201.0,33.97483063,-118.1829376
92109.0,32.79521942,-117.2376556
90638.0,33.9031601,-117.9898758
90065.0,34.11491013,-118.2400131
7047.0,40.77699661,-74.03401947
92691.0,33.62104797,-117.6759186
10002.0,40.71546173,-73.99006653
53704.0,43.09559631,-89.35118866
94080.0,37.67061997,-122.4532928
19144.0,40.03124619,-75.18191528
33312.0,26.11803436,-80.18949127
89030.0,36.24799728,-115.0415192
80013.0,39.49591446,-98.98998261
1844.0,42.72396851,-71.18476868
92627.0,33.64226151,-117.9133224
60649.0,41.75909424,-87.56176758
21061.0,39.13689041,-76.62719727
45014.0,39.31198883,-84.49658966
91306.0,32.66745758,-117.0288773
93063.0,34.26791382,-118.6712112
60616.0,41.88341522,-88.19973755
78501.0,26.20558739,-98.23548889
90032.0,34.0816536,-118.1783524
60435.0,41.55160904,-88.12562561
78520.0,25.90687752,-97.49913788
2860.0,41.86906815,-71.39208221
80918.0,38.90581513,-104.7751541
2169.0,42.23906326,-71.00604248
78227.0,29.38037109,-98.6422348
1201.0,42.45111084,-73.25260162
91710.0,34.01161575,-117.7281189
60640.0,41.89509964,-87.73982239
10461.0,40.84625626,-73.84725189
43302.0,40.7018013,-83.07437134
91343.0,34.23563004,-118.4847031
60617.0,41.89603806,-87.67301941
67401.0,38.77223587,-97.61299133
20783.0,38.97014999,-76.9909668
76180.0,32.84292221,-97.22615814
10977.0,42.33480835,-74.93064117
60643.0,41.52561569,-88.40119934
1841.0,34.02827454,-118.2391357
44130.0,41.23169327,-81.84801483
91761.0,34.03303146,-117.6386414
31907.0,32.52082825,-84.88657379
90063.0,34.04621506,-118.1860352
45013.0,36.72526169,-119.7846375
95035.0,37.44713593,-121.9091797
91748.0,33.99020767,-117.9262314
90247.0,33.89164734,-118.299408
60804.0,41.86019898,-87.76747131
97405.0,44.0263443,-123.0935287
90024.0,34.06435013,-118.437088
27203.0,35.70111466,-79.82025147
54601.0,43.8122406,-91.24485779
63031.0,38.79660034,-90.34640503
91351.0,35.30461502,-119.0659714
14850.0,42.43708038,-76.48168945
18103.0,40.60349274,-75.472435
92026.0,33.13901901,-117.0928192
94553.0,38.01199341,-122.1196899
48098.0,42.5804596,-83.15601349
22204.0,38.86595917,-77.13325501
75227.0,32.77589798,-96.68588257
95616.0,38.54666138,-121.7412109
11238.0,40.67771912,-73.96311951
85225.0,33.32296753,-111.8416901
85224.0,33.30039215,-111.8709564
60613.0,41.95449448,-87.65029144
60123.0,42.03330612,-88.29245758
93550.0,34.5802269,-118.0599518
11758.0,40.67998123,-73.4734726
92707.0,33.66559982,-117.8830566
94565.0,38.02914047,-121.8859177
7093.0,40.72789002,-74.01309967
75217.0,32.71303558,-96.69631958
90007.0,33.99481583,-118.3429413
80011.0,39.74662018,-104.8164368
32822.0,28.48579979,-81.30467224
17331.0,39.79224014,-76.73596191
23452.0,36.82411957,-76.12789154
85301.0,33.53858185,-112.1873779
60641.0,41.95346451,-87.73246002
6082.0,41.99694061,-72.59446716
19134.0,39.98654556,-75.1084671
91706.0,34.06943131,-117.9799881
60657.0,41.89517212,-87.73634338
91709.0,34.0086174,-117.7501831
19104.0,39.95473099,-75.20536804
8753.0,40.04056168,-74.15887451
60622.0,41.89614868,-87.67932892
95822.0,38.49541855,-121.479187
48192.0,42.20660782,-83.1534729
7104.0,40.75481033,-74.1746521
11204.0,40.63687897,-73.94221497
96789.0,21.45325851,-158.0102234
10011.0,40.73928452,-73.99893189
11221.0,40.66544724,-73.94540405
60426.0,40.13446808,-87.610672
17055.0,40.21145248,-77.0072937
70570.0,30.61235046,-92.12638855
96734.0,21.40107918,-157.7463837
23503.0,36.94200516,-76.24208069
22193.0,37.16918945,-76.54801178
60126.0,39.75626755,-89.69435883
77479.0,29.54194069,-95.60385132
27606.0,35.78998184,-78.61327362
45601.0,39.33096314,-82.97971344
91304.0,38.6803894,-120.9727783
49201.0,42.15800095,-84.4278183
92553.0,33.92366028,-117.2291946
60624.0,41.8728714,-87.71582031
70119.0,29.9740696,-90.087883
78586.0,26.140728,-97.66805267
11203.0,40.64674377,-73.94338989
19720.0,39.28265762,-77.4777832
7003.0,40.79833603,-74.19944
87105.0,35.06517029,-106.6699524
90001.0,33.96017456,-118.2632217
90630.0,35.57210541,-120.9117966
70117.0,29.96774292,-90.03494263
10040.0,40.85889053,-73.93106842
70072.0,29.89742088,-90.10965729
75052.0,32.6425972,-97.02174377
10467.0,40.89811325,-73.85901642
80631.0,40.41231918,-104.6923523
92111.0,32.7794342,-117.1718597
33165.0,25.74022484,-80.36169434
44109.0,41.41943359,-81.68500519
80126.0,39.522995,-104.9482193
80501.0,40.1901207,-105.1010666
23320.0,36.7805481,-76.2246933
80110.0,39.62960815,-104.9947433
60004.0,42.13397598,-87.98233032
33624.0,28.10211754,-82.51211548
46226.0,39.83699036,-86.01907349
90043.0,33.98547363,-118.3382416
95351.0,37.61849976,-121.0116348
7111.0,40.73097992,-74.22322846
19711.0,39.67436981,-75.76576996
11375.0,42.08637619,-76.85916138
10029.0,40.79290009,-73.94426727
78521.0,25.92748261,-97.48326111
48126.0,42.29305649,-83.18068695
75007.0,33.03649902,-96.92692566
93307.0,35.31053162,-119.0147934
90221.0,33.94784164,-118.2462921
17601.0,40.07748795,-76.26169586
75043.0,32.93944931,-96.64806366
92507.0,32.8493309,-116.6139984
96797.0,21.41267014,-157.997879
85713.0,32.19872284,-110.9685822
95608.0,38.60803223,-121.3219528
92780.0,33.77279663,-117.8358154
92805.0,33.83805847,-117.9110107
60651.0,41.9041214,-87.71240997
48187.0,42.34844208,-83.43744659
22554.0,38.42340851,-77.40523529
92126.0,32.76002502,-117.2483826
11419.0,40.68805313,-73.82411957
45044.0,39.44261551,-84.4282074
75240.0,32.93148804,-96.81433868
85308.0,33.53820038,-112.2271423
7052.0,40.77758408,-74.2411499
94015.0,37.69598389,-122.4800415
30127.0,33.86013031,-84.68437958
21234.0,39.3816185,-76.54323578
48224.0,42.40109634,-82.92513275
33010.0,25.83031082,-80.27851105
90022.0,34.02246857,-118.1672974
11236.0,40.64571381,-73.8972168
53511.0,42.49619293,-88.99088287
27834.0,35.67626572,-77.42941284
75287.0,33.00526428,-96.82467651
603.0,18.44935989,-67.15180206
983.0,38.79130554,-77.64980316
698.0,18.03334045,-66.85192108
90066.0,34.0015831,-118.4321518
11226.0,37.76897812,-122.3891907
11209.0,40.61923981,-74.03337097
63376.0,38.79064941,-90.61938477
92114.0,32.7514801,-117.1934433
60615.0,41.79980087,-87.58843994
30906.0,33.40760803,-82.00635529
78223.0,29.37377548,-98.46685791
87120.0,35.12392044,-106.723587
19140.0,40.00958252,-75.15264893
10021.0,40.77030945,-73.95845795
27514.0,35.98715591,-79.06994629
48823.0,42.92534638,-83.98883057
6902.0,41.04875183,-73.5615921
91765.0,33.9956665,-117.8156967
77036.0,29.71482086,-95.51293945
94544.0,37.63788986,-122.0765686
53215.0,43.01760483,-87.9546051
30044.0,33.94185257,-84.08663178
6040.0,41.7712059,-72.52085114
11224.0,40.77700424,-73.31974793
91744.0,34.02830887,-117.9406891
92392.0,34.50935745,-117.3302917
23223.0,37.53337097,-77.41979218
63033.0,38.80710983,-90.29780579
21224.0,39.29141998,-76.51338959
32244.0,30.19924736,-81.72353363
78852.0,28.71162415,-100.4991837
92335.0,34.09395981,-117.4498901
63021.0,38.58180618,-90.5594635
11220.0,40.6416893,-74.01692963
78130.0,29.58674431,-97.98742676
89121.0,36.0839386,-115.1725845
29445.0,32.96281815,-80.01170349
78577.0,26.19762421,-98.19145203
10701.0,40.92575073,-73.87052155
91732.0,34.19438171,-118.1662979
96816.0,21.28647041,-157.7978058
33064.0,26.28325081,-80.09656525
43068.0,39.95420075,-82.8127594
48212.0,42.38851166,-83.0442276
94587.0,37.58462524,-122.0175552
44256.0,41.13618469,-81.73908234
33313.0,26.15128136,-80.21017456
92346.0,34.42950821,-116.9525146
90019.0,34.20995331,-118.4617996
72401.0,35.85791779,-90.65527344
95758.0,38.41569519,-121.4185638
90640.0,34.03489304,-118.0805359
94109.0,37.80408478,-122.4188538
30907.0,33.52104187,-82.04935455
60025.0,42.0731163,-87.85407257
60647.0,41.91740036,-87.68401337
85282.0,33.40329361,-111.9140549
95111.0,37.26375961,-121.8059616
29730.0,34.80184555,-81.09809113
60660.0,33.88656235,-117.9215698
85746.0,32.15084076,-111.0030136
78753.0,30.35012245,-97.69873047
85254.0,33.59082031,-111.9261398
95060.0,36.97051239,-122.0238266
97045.0,45.35498428,-122.6026993
22003.0,38.82551575,-77.21334839
38118.0,35.06880951,-89.9284668
75023.0,33.03203583,-96.84355927
8854.0,40.49956513,-74.44915009
33155.0,25.73170471,-80.30670166
23322.0,36.70524979,-76.2432785
92084.0,33.23309708,-117.2240524
92025.0,34.49317551,-118.2203522
30067.0,33.9172287,-84.47109222
92705.0,33.96364975,-118.2096863
92021.0,32.80217743,-116.9388351
43026.0,40.03102875,-83.13726807
32073.0,30.1652298,-81.72342682
10025.0,40.61753464,-73.94441223
60625.0,41.97568893,-87.69367981
30032.0,33.76404572,-84.25080872
94806.0,36.15671158,-120.3462524
33016.0,25.87724495,-80.33294678
92804.0,33.80156326,-117.8990173
32808.0,28.57764053,-81.44708252
78228.0,29.47656632,-98.579216
19120.0,40.03164673,-75.12759399
90804.0,33.86135101,-118.1989517
30135.0,33.72855759,84.74267578
89015.0,36.04153061,-114.9654922
60120.0,42.01670456,-88.26392365
77840.0,30.62633896,-96.34606934
78664.0,30.47071457,-97.64977264
75150.0,32.80532837,-96.62866211
74012.0,35.8944664,-97.57640839
98052.0,47.67197037,-122.133667
45840.0,41.03451538,-83.65354919
90631.0,33.93183518,-117.9316559
92653.0,33.61217499,-117.7096787
14215.0,42.94129181,-78.80055237
90057.0,34.06108093,-118.2774735
21215.0,39.36317062,-76.70053101
79912.0,31.84699822,-106.5490112
43230.0,40.0230751,-82.8732605
92407.0,34.16956329,-117.3050308
27502.0,35.81904221,-78.96494293
94110.0,37.75743866,-122.4193726
23464.0,36.80849838,-76.20897675
91733.0,34.0472908,-118.0503235
80231.0,39.65523911,-104.8748703
89103.0,36.11117935,-115.2110291
75061.0,32.82715988,-97.00611877
11234.0,40.63061905,-73.92346191
24060.0,37.24211121,-80.42279053
2124.0,42.29180145,-71.0724411
60505.0,41.75242996,-88.30867767
92336.0,34.15697479,-117.4821548
7307.0,40.74726105,-74.04908752
78207.0,29.42638016,-98.52271271
20854.0,39.05631256,-77.16165924
77469.0,29.58732224,-95.78038025
84119.0,40.69752502,-111.9388733
90002.0,33.94827271,-118.2431641
32792.0,28.60344505,-81.31519318
60610.0,41.90405655,-87.63127899
30083.0,33.82987595,-84.14959717
93117.0,34.41292954,-119.8607178
21740.0,39.64164352,-77.71981812
94501.0,37.77148056,-122.2670288
33161.0,25.90073586,-80.19805908
92701.0,33.63387299,-117.9146805
63136.0,38.66429138,-90.24147034
78240.0,29.52998352,-98.60829163
90660.0,33.98892212,-118.0814438
91910.0,32.64635468,-117.0613861
92882.0,33.8964386,-117.5557175
63116.0,38.56019592,-90.28090668
60619.0,41.89527512,-87.73571014
95124.0,37.26665497,-121.9148026
79924.0,31.8982048,-106.3996811
92020.0,32.79130173,-116.9535141
85032.0,33.60445786,-111.9907379
76010.0,32.72062683,-97.06020355
17603.0,40.04026413,-76.31296539
76133.0,32.66904068,-97.37830353
95023.0,36.85219955,-121.4447479
91605.0,34.16981888,-118.3789902
55104.0,44.96070862,-93.16983795
78704.0,30.2586937,-97.76625061
90033.0,34.04983521,-118.2127457
94122.0,37.7617569,-122.4713516
60638.0,36.95888138,-122.0326004
11235.0,40.66177368,-73.94522858
62301.0,39.93153,-91.4054718
10472.0,40.84075546,-73.88039398
10473.0,40.81995392,-73.86433411
8901.0,40.49235535,-74.44373322
97007.0,45.43399048,-122.8325806
20020.0,38.85520172,-76.84945679
60411.0,41.51544571,-87.64269257
92054.0,33.1927948,-117.3563385
92345.0,34.42259598,-117.303566
92503.0,33.94258881,-117.4573898
27511.0,35.76636124,-78.78697205
27330.0,35.58264542,-79.19521332
78040.0,27.4903183,-99.41866303
48185.0,42.33019257,-83.39046478
10453.0,40.85337067,-73.90963745
91911.0,32.65029907,-117.0454941
30281.0,33.5944252,-84.12329102
60188.0,41.89032745,-88.10657501
11237.0,40.70238113,-73.91977692
10469.0,40.87459183,-73.8528595
33012.0,25.86688042,-80.31456757
60634.0,41.939991,-87.78713989
67212.0,37.69120026,-97.42577362
94509.0,38.00168991,-121.8279724
89110.0,36.18152618,-115.0874405
90004.0,34.09106064,-118.3208466
66062.0,38.89456177,-94.77796173
75216.0,32.71627045,-96.76869202
11354.0,40.76358032,-73.83003998
10312.0,40.54027557,-74.16858673
90220.0,33.89582443,-118.2425995
90262.0,36.9442215,-121.7960129
90034.0,34.02927399,-118.4060135
92802.0,33.81289673,-117.9363785
2151.0,42.46273804,-70.94213104
92410.0,34.11592865,-117.2950821
43081.0,40.11835098,-82.92810822
38018.0,35.16332626,-89.81238556
60623.0,41.89579392,-87.68901062
60506.0,39.70932007,-104.8145828
92129.0,32.95711899,-117.106163
90011.0,34.07881928,-117.9346695
93230.0,36.33087921,-119.6439438
11216.0,40.67913818,-73.94405365
32825.0,28.55625916,-81.27587128
11213.0,40.66923523,-73.9449997
12180.0,42.73004913,-73.68952942
92376.0,34.1004982,-117.3561707
60050.0,42.34788895,-88.28781891
78572.0,26.20306206,-98.30255127
11214.0,40.60320664,-73.99624634
97301.0,44.95619965,-123.0315933
30096.0,33.98516083,-84.15899658
92509.0,34.00926971,-117.4454727
19148.0,39.9560318,-75.19243622
6810.0,39.3490448,-84.37216187
43055.0,40.06034088,-82.40966034
70122.0,29.97639275,-90.06568146
40601.0,38.11861801,-84.96742249
91786.0,34.10403824,-117.6700363
91770.0,33.98826981,-118.0931091
48858.0,43.61513138,-84.60793304
97303.0,45.01759338,-123.0200729
88201.0,33.44919205,-104.5260162
19131.0,39.9591713,-75.24291229
92630.0,38.55315399,-121.395546
10023.0,40.77587891,-73.98165894
19380.0,39.96376801,-75.60626221
10460.0,40.84042358,-73.87844849
10128.0,40.78022003,-73.95043945
92404.0,34.07757568,-117.2078857
80015.0,39.74221039,-104.8376007
10033.0,40.6679306,-73.94806671
11377.0,40.67355728,-73.60962677
94536.0,37.55712128,-121.9916382
30093.0,33.89028168,-84.19355774
93306.0,35.38673019,-118.8938522
93722.0,34.22850037,-119.185585
43701.0,39.91952896,-82.00141907
60504.0,41.72254562,-88.27864075
92102.0,32.74446106,-117.1847839
27406.0,36.05080414,-79.79826355
44077.0,41.72412872,-81.24591065
91977.0,32.74972153,-117.0022583
30331.0,33.63964081,-84.45851135
97229.0,45.54113007,-122.7773743
98037.0,47.84322357,-122.2460785
44646.0,40.75095749,-81.51673126
33021.0,26.01193237,-80.14998627
60644.0,41.89505005,-87.77068329
60014.0,42.24145126,-88.27947235
11374.0,40.73192978,-73.8688736
19111.0,40.05984879,-75.08175659
55112.0,44.93980789,-93.13205719
48103.0,32.81396866,-96.78915405
97206.0,45.5698967,-122.6953888
93727.0,36.78148651,-119.7815475
49509.0,42.3543663,-83.15771484
91941.0,32.76065064,-117.0166702
78539.0,26.28962517,-98.21530914
48843.0,42.60770416,-83.93352509
46360.0,41.68772507,-86.94359589
53081.0,43.70306015,-87.76602936
61265.0,41.47153473,-90.51631165
85283.0,33.33686447,-111.970314
77055.0,29.71730995,-95.67306519
89101.0,36.08479309,-115.1730576
11373.0,40.74718475,-73.87696838
11208.0,40.64326859,-73.94301605
10456.0,40.8717041,-73.87045288
85364.0,32.68590164,-114.6244736
10024.0,40.78577042,-73.97601318
89108.0,36.15723801,-115.1483917
10027.0,33.84832001,-118.0822906
95008.0,37.28808594,-121.9490814
89123.0,36.01686096,-115.1588364
28205.0,35.21258926,-80.79562378
94601.0,37.82341003,-122.2414322
92069.0,33.14486313,-117.1681213
91789.0,34.35849762,-117.6262817
84120.0,40.76031113,-111.8882217
78550.0,26.19086266,-97.69604492
80012.0,39.69681549,-104.8411789
87124.0,35.24817276,-106.6763763
37211.0,36.20269775,-86.98390961
21401.0,38.97784042,-76.49318695
60618.0,41.89604187,-87.67241669
33177.0,25.7758522,-80.1937027
92677.0,33.52144623,-117.6862259
92071.0,32.85623932,-116.975441
84084.0,40.62427139,-111.9338074
11206.0,40.62839508,-73.94129944
33157.0,34.22512436,-119.1793594
28601.0,35.89852142,-81.52240753
674.0,18.43013001,-66.48731232
976.0,18.36678124,-66.02749634
728.0,18.00682068,-66.63586426
953.0,18.37145042,-66.20330811
15642.0,40.32811356,-79.70446014
11420.0,40.67544937,-73.81114197
93536.0,34.81822968,-118.5527115
11215.0,40.66889191,-73.98190308
80906.0,38.77690125,-104.8097305
11385.0,40.70074081,-73.8950882
79936.0,31.77133369,-106.4199219
95355.0,37.67465973,-120.9430389
42101.0,37.1289444,-86.29595184
92104.0,32.75012589,-117.1374207
75080.0,32.94970322,-96.76959992
89115.0,36.00019455,-115.2961807
89119.0,36.16392899,115.0497894
33126.0,25.75369644,-80.20115662
38111.0,35.11978149,-89.94573975
92704.0,33.70288849,-117.9041977
79907.0,29.86359787,-98.00653839
91352.0,37.96720505,-122.0621033
65203.0,38.91856384,-92.18528748
92646.0,33.66059876,-117.978447
58103.0,46.84161377,-96.8080368
97006.0,45.5220108,-122.8633347
60085.0,42.365345,-87.83589935
90006.0,34.0490036,-118.2861938
48219.0,42.41796112,-83.25804138
48203.0,42.39173126,-83.10753632
11219.0,40.63466263,-73.99480438
85040.0,33.40356064,-112.0214005
78666.0,29.85276985,-97.93991852
90703.0,33.80986023,-118.0200806
20906.0,39.09303665,-77.07357788
10009.0,40.72668076,-73.97971344
